2017-12-02 16:44:03 DEBUG logging:55 - Logging Provider: org.jboss.logging.Log4jLoggerProvider
2017-12-02 16:44:03 DEBUG ClassLoaderServiceImpl:137 - Incoming config yielded no classloaders; adding standard SE ones
2017-12-02 16:44:03 DEBUG HibernatePersistenceProvider:104 - Located and parsed 1 persistence units; checking each
2017-12-02 16:44:03 DEBUG HibernatePersistenceProvider:112 - Checking persistence-unit [name=JPADB, explicit-provider=org.hibernate.jpa.HibernatePersistenceProvider] against incoming persistence unit name [JPADB]
2017-12-02 16:44:03 DEBUG ProviderChecker:106 - Persistence-unit [JPADB] requested PersistenceProvider [org.hibernate.jpa.HibernatePersistenceProvider]
2017-12-02 16:44:03 DEBUG LogHelper:117 - PersistenceUnitInfo [
	name: JPADB
	persistence provider classname: org.hibernate.jpa.HibernatePersistenceProvider
	classloader: null
	excludeUnlistedClasses: false
	JTA datasource: null
	Non JTA datasource: null
	Transaction type: RESOURCE_LOCAL
	PU root URL: file:/home/lenovo/eclipse-workspace/JPAInJavaSE/target/classes/
	Shared Cache Mode: null
	Validation Mode: null
	Jar files URLs []
	Managed classes names [
		com.example.jpa.se.entity.Address]
	Mapping files names []
	Properties [
		javax.persistence.jdbc.driver: org.postgresql.Driver
		javax.persistence.jdbc.password: asdf1234
		javax.persistence.jdbc.url: jdbc:postgresql://localhost:5432/jpademo
		hibernate.dialect: org.hibernate.dialect.PostgreSQLDialect
		hibernate.show_sql: true
		hibernate.format_sql: true
		hibernate.hbm2ddl.auto: update
		javax.persistence.jdbc.user: postgres]
2017-12-02 16:44:03 DEBUG IntegratorServiceImpl:63 - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
2017-12-02 16:44:03 DEBUG IntegratorServiceImpl:63 - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
2017-12-02 16:44:03 DEBUG IntegratorServiceImpl:63 - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
2017-12-02 16:44:03 DEBUG IntegratorServiceImpl:63 - Adding Integrator [org.hibernate.jpa.event.spi.JpaIntegrator].
2017-12-02 16:44:03 DEBUG StrategySelectorImpl:79 - Registering named strategy selector [org.hibernate.dialect.Dialect] : [MySQL5] -> [org.hibernate.dialect.MySQL5Dialect] (replacing [org.hibernate.dialect.MySQL5Dialect])
2017-12-02 16:44:03 DEBUG StrategySelectorImpl:79 - Registering named strategy selector [org.hibernate.dialect.Dialect] : [MySQL5InnoDB] -> [org.hibernate.dialect.MySQL5InnoDBDialect] (replacing [org.hibernate.dialect.MySQL5InnoDBDialect])
2017-12-02 16:44:03 INFO  Version:54 - HHH000412: Hibernate Core {4.3.6.Final}
2017-12-02 16:44:03 INFO  Environment:239 - HHH000206: hibernate.properties not found
2017-12-02 16:44:03 INFO  Environment:346 - HHH000021: Bytecode provider name : javassist
2017-12-02 16:44:03 DEBUG BasicTypeRegistry:146 - Adding type registration locale -> org.hibernate.type.LocaleType@530612ba
2017-12-02 16:44:03 DEBUG BasicTypeRegistry:146 - Adding type registration java.util.Locale -> org.hibernate.type.LocaleType@530612ba
2017-12-02 16:44:03 DEBUG BasicTypeRegistry:146 - Adding type registration currency -> org.hibernate.type.CurrencyType@70a9f84e
2017-12-02 16:44:03 DEBUG BasicTypeRegistry:146 - Adding type registration java.util.Currency -> org.hibernate.type.CurrencyType@70a9f84e
2017-12-02 16:44:03 DEBUG BasicTypeRegistry:146 - Adding type registration timezone -> org.hibernate.type.TimeZoneType@40f08448
2017-12-02 16:44:03 DEBUG BasicTypeRegistry:146 - Adding type registration java.util.TimeZone -> org.hibernate.type.TimeZoneType@40f08448
2017-12-02 16:44:03 DEBUG BasicTypeRegistry:146 - Adding type registration class -> org.hibernate.type.ClassType@7181ae3f
2017-12-02 16:44:03 DEBUG BasicTypeRegistry:146 - Adding type registration java.lang.Class -> org.hibernate.type.ClassType@7181ae3f
2017-12-02 16:44:03 DEBUG BasicTypeRegistry:146 - Adding type registration uuid-binary -> org.hibernate.type.UUIDBinaryType@6cc7b4de
2017-12-02 16:44:03 DEBUG BasicTypeRegistry:146 - Adding type registration java.util.UUID -> org.hibernate.type.UUIDBinaryType@6cc7b4de
2017-12-02 16:44:03 DEBUG BasicTypeRegistry:146 - Adding type registration uuid-char -> org.hibernate.type.UUIDCharType@5cdd8682
2017-12-02 16:44:03 DEBUG BasicTypeRegistry:146 - Adding type registration pg-uuid -> org.hibernate.type.PostgresUUIDType@290dbf45
2017-12-02 16:44:03 DEBUG BasicTypeRegistry:146 - Adding type registration binary -> org.hibernate.type.BinaryType@11c20519
2017-12-02 16:44:03 DEBUG BasicTypeRegistry:146 - Adding type registration byte[] -> org.hibernate.type.BinaryType@11c20519
2017-12-02 16:44:03 DEBUG BasicTypeRegistry:146 - Adding type registration [B -> org.hibernate.type.BinaryType@11c20519
2017-12-02 16:44:03 DEBUG BasicTypeRegistry:146 - Adding type registration wrapper-binary -> org.hibernate.type.WrapperBinaryType@701fc37a
2017-12-02 16:44:03 DEBUG BasicTypeRegistry:146 - Adding type registration Byte[] -> org.hibernate.type.WrapperBinaryType@701fc37a
2017-12-02 16:44:03 DEBUG BasicTypeRegistry:146 - Adding type registration [Ljava.lang.Byte; -> org.hibernate.type.WrapperBinaryType@701fc37a
2017-12-02 16:44:03 DEBUG BasicTypeRegistry:146 - Adding type registration image -> org.hibernate.type.ImageType@76329302
2017-12-02 16:44:03 DEBUG BasicTypeRegistry:146 - Adding type registration characters -> org.hibernate.type.CharArrayType@11e21d0e
2017-12-02 16:44:03 DEBUG BasicTypeRegistry:146 - Adding type registration char[] -> org.hibernate.type.CharArrayType@11e21d0e
2017-12-02 16:44:03 DEBUG BasicTypeRegistry:146 - Adding type registration [C -> org.hibernate.type.CharArrayType@11e21d0e
2017-12-02 16:44:03 DEBUG BasicTypeRegistry:146 - Adding type registration wrapper-characters -> org.hibernate.type.CharacterArrayType@1176dcec
2017-12-02 16:44:03 DEBUG BasicTypeRegistry:146 - Adding type registration [Ljava.lang.Character; -> org.hibernate.type.CharacterArrayType@1176dcec
2017-12-02 16:44:03 DEBUG BasicTypeRegistry:146 - Adding type registration Character[] -> org.hibernate.type.CharacterArrayType@1176dcec
2017-12-02 16:44:03 DEBUG BasicTypeRegistry:146 - Adding type registration text -> org.hibernate.type.TextType@6a79c292
2017-12-02 16:44:03 DEBUG BasicTypeRegistry:146 - Adding type registration ntext -> org.hibernate.type.NTextType@80ec1f8
2017-12-02 16:44:03 DEBUG BasicTypeRegistry:146 - Adding type registration blob -> org.hibernate.type.BlobType@15d9bc04
2017-12-02 16:44:03 DEBUG BasicTypeRegistry:146 - Adding type registration java.sql.Blob -> org.hibernate.type.BlobType@15d9bc04
2017-12-02 16:44:03 DEBUG BasicTypeRegistry:146 - Adding type registration materialized_blob -> org.hibernate.type.MaterializedBlobType@3c0a50da
2017-12-02 16:44:03 DEBUG BasicTypeRegistry:146 - Adding type registration clob -> org.hibernate.type.ClobType@69b794e2
2017-12-02 16:44:03 DEBUG BasicTypeRegistry:146 - Adding type registration java.sql.Clob -> org.hibernate.type.ClobType@69b794e2
2017-12-02 16:44:03 DEBUG BasicTypeRegistry:146 - Adding type registration nclob -> org.hibernate.type.NClobType@64d2d351
2017-12-02 16:44:03 DEBUG BasicTypeRegistry:146 - Adding type registration java.sql.NClob -> org.hibernate.type.NClobType@64d2d351
2017-12-02 16:44:03 DEBUG BasicTypeRegistry:146 - Adding type registration materialized_clob -> org.hibernate.type.MaterializedClobType@3b2c72c2
2017-12-02 16:44:03 DEBUG BasicTypeRegistry:146 - Adding type registration materialized_nclob -> org.hibernate.type.MaterializedNClobType@971d0d8
2017-12-02 16:44:03 DEBUG BasicTypeRegistry:146 - Adding type registration serializable -> org.hibernate.type.SerializableType@62e136d3
2017-12-02 16:44:03 DEBUG BasicTypeRegistry:146 - Adding type registration object -> org.hibernate.type.ObjectType@448ff1a8
2017-12-02 16:44:03 DEBUG BasicTypeRegistry:146 - Adding type registration java.lang.Object -> org.hibernate.type.ObjectType@448ff1a8
2017-12-02 16:44:03 DEBUG BasicTypeRegistry:146 - Adding type registration imm_date -> org.hibernate.type.AdaptedImmutableType@44a664f2
2017-12-02 16:44:03 DEBUG BasicTypeRegistry:146 - Adding type registration imm_time -> org.hibernate.type.AdaptedImmutableType@7f9fcf7f
2017-12-02 16:44:03 DEBUG BasicTypeRegistry:146 - Adding type registration imm_timestamp -> org.hibernate.type.AdaptedImmutableType@2357d90a
2017-12-02 16:44:03 DEBUG BasicTypeRegistry:146 - Adding type registration imm_dbtimestamp -> org.hibernate.type.AdaptedImmutableType@6328d34a
2017-12-02 16:44:03 DEBUG BasicTypeRegistry:146 - Adding type registration imm_calendar -> org.hibernate.type.AdaptedImmutableType@145eaa29
2017-12-02 16:44:03 DEBUG BasicTypeRegistry:146 - Adding type registration imm_calendar_date -> org.hibernate.type.AdaptedImmutableType@15bb6bea
2017-12-02 16:44:03 DEBUG BasicTypeRegistry:146 - Adding type registration imm_binary -> org.hibernate.type.AdaptedImmutableType@8b96fde
2017-12-02 16:44:03 DEBUG BasicTypeRegistry:146 - Adding type registration imm_serializable -> org.hibernate.type.AdaptedImmutableType@2d2e5f00
2017-12-02 16:44:03 INFO  Version:66 - HCANN000001: Hibernate Commons Annotations {4.0.5.Final}
2017-12-02 16:44:03 DEBUG DefaultIdentifierGeneratorFactory:93 - Registering IdentifierGenerator strategy [uuid2] -> [org.hibernate.id.UUIDGenerator]
2017-12-02 16:44:03 DEBUG DefaultIdentifierGeneratorFactory:93 - Registering IdentifierGenerator strategy [guid] -> [org.hibernate.id.GUIDGenerator]
2017-12-02 16:44:03 DEBUG DefaultIdentifierGeneratorFactory:93 - Registering IdentifierGenerator strategy [uuid] -> [org.hibernate.id.UUIDHexGenerator]
2017-12-02 16:44:03 DEBUG DefaultIdentifierGeneratorFactory:93 - Registering IdentifierGenerator strategy [uuid.hex] -> [org.hibernate.id.UUIDHexGenerator]
2017-12-02 16:44:03 DEBUG DefaultIdentifierGeneratorFactory:93 - Registering IdentifierGenerator strategy [hilo] -> [org.hibernate.id.TableHiLoGenerator]
2017-12-02 16:44:03 DEBUG DefaultIdentifierGeneratorFactory:93 - Registering IdentifierGenerator strategy [assigned] -> [org.hibernate.id.Assigned]
2017-12-02 16:44:03 DEBUG DefaultIdentifierGeneratorFactory:93 - Registering IdentifierGenerator strategy [identity] -> [org.hibernate.id.IdentityGenerator]
2017-12-02 16:44:03 DEBUG DefaultIdentifierGeneratorFactory:93 - Registering IdentifierGenerator strategy [select] -> [org.hibernate.id.SelectGenerator]
2017-12-02 16:44:03 DEBUG DefaultIdentifierGeneratorFactory:93 - Registering IdentifierGenerator strategy [sequence] -> [org.hibernate.id.SequenceGenerator]
2017-12-02 16:44:03 DEBUG DefaultIdentifierGeneratorFactory:93 - Registering IdentifierGenerator strategy [seqhilo] -> [org.hibernate.id.SequenceHiLoGenerator]
2017-12-02 16:44:03 DEBUG DefaultIdentifierGeneratorFactory:93 - Registering IdentifierGenerator strategy [increment] -> [org.hibernate.id.IncrementGenerator]
2017-12-02 16:44:03 DEBUG DefaultIdentifierGeneratorFactory:93 - Registering IdentifierGenerator strategy [foreign] -> [org.hibernate.id.ForeignGenerator]
2017-12-02 16:44:03 DEBUG DefaultIdentifierGeneratorFactory:93 - Registering IdentifierGenerator strategy [sequence-identity] -> [org.hibernate.id.SequenceIdentityGenerator]
2017-12-02 16:44:03 DEBUG DefaultIdentifierGeneratorFactory:93 - Registering IdentifierGenerator strategy [enhanced-sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
2017-12-02 16:44:03 DEBUG DefaultIdentifierGeneratorFactory:93 - Registering IdentifierGenerator strategy [enhanced-table] -> [org.hibernate.id.enhanced.TableGenerator]
2017-12-02 16:44:03 DEBUG Configuration:1841 - Preparing to build session factory with filters : {}
2017-12-02 16:44:03 WARN  DriverManagerConnectionProviderImpl:93 - HHH000402: Using Hibernate built-in connection pool (not for production use!)
2017-12-02 16:44:03 INFO  DriverManagerConnectionProviderImpl:166 - HHH000401: using driver [org.postgresql.Driver] at URL [jdbc:postgresql://localhost:5432/jpademo]
2017-12-02 16:44:03 INFO  DriverManagerConnectionProviderImpl:172 - HHH000046: Connection properties: {user=postgres, password=asdf1234}
2017-12-02 16:44:03 INFO  DriverManagerConnectionProviderImpl:180 - HHH000006: Autocommit mode: false
2017-12-02 16:44:03 INFO  DriverManagerConnectionProviderImpl:102 - HHH000115: Hibernate connection pool size: 20 (min=1)
2017-12-02 16:44:03 DEBUG DriverManagerConnectionProviderImpl:104 - Initializing Connection pool with 1 Connections
2017-12-02 16:44:03 DEBUG JdbcServicesImpl:128 - Database ->
       name : PostgreSQL
    version : 9.5.10
      major : 9
      minor : 5
2017-12-02 16:44:03 DEBUG JdbcServicesImpl:139 - Driver ->
       name : PostgreSQL Native Driver
    version : PostgreSQL 9.1 JDBC4 (build 901)
      major : 9
      minor : 1
2017-12-02 16:44:03 DEBUG JdbcServicesImpl:150 - JDBC version : 4.0
2017-12-02 16:44:03 DEBUG StandardRefCursorSupport:187 - Unexpected error trying to gauge level of JDBC REF_CURSOR support : null
2017-12-02 16:44:04 INFO  Dialect:145 - HHH000400: Using dialect: org.hibernate.dialect.PostgreSQLDialect
2017-12-02 16:44:04 INFO  LobCreatorBuilder:123 - HHH000424: Disabling contextual LOB creation as createClob() method threw error : java.lang.reflect.InvocationTargetException
2017-12-02 16:44:04 DEBUG Configuration:3748 - Processing hbm.xml files
2017-12-02 16:44:04 DEBUG Configuration:3778 - Process annotated classes
2017-12-02 16:44:04 DEBUG AnnotationBinder:601 - Binding entity from annotated class: com.example.jpa.se.entity.Address
2017-12-02 16:44:04 DEBUG Ejb3Column:239 - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
2017-12-02 16:44:04 DEBUG AnnotationBinder:1185 - No value specified for 'javax.persistence.sharedCache.mode'; using UNSPECIFIED
2017-12-02 16:44:04 DEBUG EntityBinder:397 - Import with entity name Address
2017-12-02 16:44:04 DEBUG EntityBinder:586 - Bind entity com.example.jpa.se.entity.Address on table address
2017-12-02 16:44:04 DEBUG Ejb3Column:239 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(address), mappingColumn=address_id, insertable=true, updatable=true, unique=false}
2017-12-02 16:44:04 DEBUG PropertyBinder:185 - MetadataSourceProcessor property addressId with lazy=false
2017-12-02 16:44:04 DEBUG AbstractPropertyHolder:106 - Attempting to locate auto-apply AttributeConverter for property [com.example.jpa.se.entity.Address:addressId]
2017-12-02 16:44:04 DEBUG SimpleValueBinder:385 - building SimpleValue for addressId
2017-12-02 16:44:04 DEBUG PropertyBinder:271 - Building property addressId
2017-12-02 16:44:04 DEBUG Ejb3Column:239 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(address), mappingColumn=city, insertable=true, updatable=true, unique=false}
2017-12-02 16:44:04 DEBUG PropertyBinder:185 - MetadataSourceProcessor property city with lazy=false
2017-12-02 16:44:04 DEBUG AbstractPropertyHolder:106 - Attempting to locate auto-apply AttributeConverter for property [com.example.jpa.se.entity.Address:city]
2017-12-02 16:44:04 DEBUG SimpleValueBinder:385 - building SimpleValue for city
2017-12-02 16:44:04 DEBUG PropertyBinder:271 - Building property city
2017-12-02 16:44:04 DEBUG Ejb3Column:239 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(address), mappingColumn=country, insertable=true, updatable=true, unique=false}
2017-12-02 16:44:04 DEBUG PropertyBinder:185 - MetadataSourceProcessor property country with lazy=false
2017-12-02 16:44:04 DEBUG AbstractPropertyHolder:106 - Attempting to locate auto-apply AttributeConverter for property [com.example.jpa.se.entity.Address:country]
2017-12-02 16:44:04 DEBUG SimpleValueBinder:385 - building SimpleValue for country
2017-12-02 16:44:04 DEBUG PropertyBinder:271 - Building property country
2017-12-02 16:44:04 DEBUG Ejb3Column:239 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(address), mappingColumn=postcode, insertable=true, updatable=true, unique=false}
2017-12-02 16:44:04 DEBUG PropertyBinder:185 - MetadataSourceProcessor property postcode with lazy=false
2017-12-02 16:44:04 DEBUG AbstractPropertyHolder:106 - Attempting to locate auto-apply AttributeConverter for property [com.example.jpa.se.entity.Address:postcode]
2017-12-02 16:44:04 DEBUG SimpleValueBinder:385 - building SimpleValue for postcode
2017-12-02 16:44:04 DEBUG PropertyBinder:271 - Building property postcode
2017-12-02 16:44:04 DEBUG Ejb3Column:239 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(address), mappingColumn=province, insertable=true, updatable=true, unique=false}
2017-12-02 16:44:04 DEBUG PropertyBinder:185 - MetadataSourceProcessor property province with lazy=false
2017-12-02 16:44:04 DEBUG AbstractPropertyHolder:106 - Attempting to locate auto-apply AttributeConverter for property [com.example.jpa.se.entity.Address:province]
2017-12-02 16:44:04 DEBUG SimpleValueBinder:385 - building SimpleValue for province
2017-12-02 16:44:04 DEBUG PropertyBinder:271 - Building property province
2017-12-02 16:44:04 DEBUG Ejb3Column:239 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(address), mappingColumn=street, insertable=true, updatable=true, unique=false}
2017-12-02 16:44:04 DEBUG PropertyBinder:185 - MetadataSourceProcessor property street with lazy=false
2017-12-02 16:44:04 DEBUG AbstractPropertyHolder:106 - Attempting to locate auto-apply AttributeConverter for property [com.example.jpa.se.entity.Address:street]
2017-12-02 16:44:04 DEBUG SimpleValueBinder:385 - building SimpleValue for street
2017-12-02 16:44:04 DEBUG PropertyBinder:271 - Building property street
2017-12-02 16:44:04 DEBUG SimpleValueBinder:422 - Starting fillSimpleValue for addressId
2017-12-02 16:44:04 DEBUG SimpleValueBinder:422 - Starting fillSimpleValue for city
2017-12-02 16:44:04 DEBUG SimpleValueBinder:422 - Starting fillSimpleValue for country
2017-12-02 16:44:04 DEBUG SimpleValueBinder:422 - Starting fillSimpleValue for postcode
2017-12-02 16:44:04 DEBUG SimpleValueBinder:422 - Starting fillSimpleValue for province
2017-12-02 16:44:04 DEBUG SimpleValueBinder:422 - Starting fillSimpleValue for street
2017-12-02 16:44:04 DEBUG Configuration:1482 - Processing fk mappings (*ToOne and JoinedSubclass)
2017-12-02 16:44:04 DEBUG Configuration:1687 - Processing extends queue
2017-12-02 16:44:04 DEBUG Configuration:1745 - Processing extends queue
